DoY,Temperature,Radiation
1,-1.93055175781248,7.72458333333333
2,-0.350714721679665,1.91148148148148
3,-2.2272570800781,7.72935185185185
4,-5.29383056640623,7.02199074074074
5,-3.45984558105466,2.28365740740741
6,-2.50171447753904,4.0012962962963
7,0.261678466796898,2.55819444444444
8,0.436685791015648,8.31356481481481
9,-0.507174682617165,3.05125
10,-1.77906921386716,6.29486111111111
11,1.47391296386721,10.5525
12,0.0884448242187727,2.65916666666667
13,1.53872680664065,2.68143518518518
14,-3.04337402343748,6.99837962962963
15,-8.05265930175779,14.089537037037
16,-1.20438781738279,5.1274537037037
17,1.29115478515627,6.24337962962963
18,0.809192504882835,3.11884259259259
19,-0.604923706054665,4.32564814814815
20,-2.02980224609373,6.9487037037037
21,-2.34416931152341,8.37435185185185
22,-2.62046081542966,7.98541666666667
23,-4.89499938964842,7.94421296296296
24,-7.27797546386716,12.6920833333333
25,-7.11937438964841,13.2049537037037
26,-6.2304992675781,10.7674537037037
27,-6.61966369628904,10.6799074074074
28,-14.0063049316406,17.1932407407407
29,-11.8277618408203,14.3009259259259
30,-5.22298645019529,8.93685185185185
31,-2.39347900390623,28.6700925925926
32,-4.0873986816406,14.5178703703704
33,-7.33099060058592,12.6516203703704
34,-6.20965148925779,18.6414814814815
35,-1.20744384765623,12.5689351851852
36,1.28104919433596,8.43078703703704
37,-0.69929016113279,25.6057175925926
38,-1.61286621093748,15.6029166666667
39,-3.0981896972656,36.1193518518519
40,-3.71848388671873,25.3816666666667
41,-2.53469299316404,20.8668981481481
42,-1.28534667968748,27.7242592592593
43,-3.98899108886716,46.09625
44,-3.8399475097656,19.0985648148148
45,-7.42269958496091,29.5802314814815
46,-9.67853332519529,35.7348148148148
47,-11.4640771484375,30.7865277777778
48,-9.69804382324216,25.4262962962963
49,-6.02282592773435,22.2172222222222
50,-2.96705078124998,26.4608101851852
51,-5.43032470703123,30.7025925925926
52,-8.42298706054685,35.5180787037037
53,-13.6178155517578,43.1786111111111
54,-15.2069604492187,66.2116666666667
55,-14.829019165039,63.6136574074074
56,-8.10995361328123,49.8505555555556
57,-11.6233197021484,48.8699537037037
58,-12.7737738037109,75.7928472222222
59,-14.5930938720703,62.6966666666667
60,-16.8300866699219,87.8166435185185
61,-15.0939428710937,86.5701388888889
62,-11.4683135986328,92.2019733796296
63,-10.3193615722656,92.94910893193
64,-10.0232342529297,72.4096243851273
65,-11.297822265625,95.4083890335648
66,-9.04172546386716,43.1228638599537
67,-6.15210876464841,89.74185546875
68,-11.9233673095703,111.004300491898
69,-12.592392578125,110.35119140625
70,-12.0012268066406,115.521924189815
71,-10.3520825195312,96.0418229166667
72,-12.4148260498047,89.0890386284722
73,-13.027476196289,115.710236545139
74,-11.9902972412109,116.509005353009
75,-11.0963201904297,123.03359302662
76,-8.31623718261717,56.0246527777778
77,-8.18424743652341,103.184742476852
78,-7.87078063964842,129.101634837963
79,-7.46350830078123,115.852535852503
80,-6.33927978515623,119.991550925926
81,-5.17403564453123,120.793194444444
82,-2.02236633300779,102.763356481481
83,1.61167236328127,135.762800925926
84,2.01241455078127,122.965532407407
85,-0.10514221191404,101.515601851852
86,-1.11372497558591,123.26587962963
87,-1.7033752441406,114.664930555556
88,-1.75953063964841,115.383009259259
89,-1.88315002441404,150.349490740741
90,0.292835693359398,172.481296296296
91,0.45824401855471,175.251296296296
92,1.93440246582034,129.360671296296
93,3.26548278808596,168.574976851852
94,4.33618591308596,165.757291666667
95,5.1826403808594,169.773263888889
96,2.75686462402346,176.571921296296
97,3.25557922363284,94.135
98,3.52722778320315,94.1773148148148
99,2.5355407714844,89.7226157407407
100,1.69707458496096,137.011782407407
101,2.06554138183596,65.62875
102,3.88928344726565,110.831736111111
103,5.41844543457034,153.058680555556
104,5.6077819824219,200.114699074074
105,3.82451416015627,59.5426851851852
106,5.10769226074221,203.987685185185
107,3.91994567871096,190.80974537037
108,2.44528259277346,208.925601851852
109,0.11610534667971,212.457916666667
110,-0.426580810546852,153.225856481481
111,-0.438988037109352,181.2975
112,1.2042126464844,143.030208333333
113,1.61452392578127,167.951018518519
114,3.1345104980469,210.221180555556
115,5.21899475097659,230.121875
116,6.18614196777346,203.919606481481
117,6.59285339355471,231.206574074074
118,6.46780273437502,173.43125
119,5.97882568359377,205.873263888889
120,4.28842224121096,209.965925925926
121,2.32097900390627,107.298842592593
122,5.00791076660159,221.875694444444
123,5.5874353027344,133.595347222222
124,6.38881408691408,112.400277777778
125,5.85954101562502,77.0200694444444
126,7.22328674316408,140.874930555556
127,6.80415283203127,135.189675925926
128,7.28893310546877,210.083888888889
129,7.29257934570315,179.66787037037
130,7.55179809570315,242.42
131,7.00257751464846,149.114537037037
132,8.83966369628908,221.069212962963
133,9.53329406738284,288.498240740741
134,8.36263854980471,243.287986111111
135,6.34714538574221,121.239166666667
136,7.5148327636719,87.9558796296296
137,7.30985351562502,170.936759259259
138,7.52405395507815,183.222361111111
139,6.74389892578127,249.717916666667
140,9.20479187011721,281.648564814815
141,11.7060205078125,307.944259259259
142,14.0279187011719,230.557037037037
143,14.1836364746094,141.120416666667
144,16.7187744140625,229.134259259259
145,12.9632452392578,291.742916666667
146,12.3295434570313,198.726157407407
147,12.7849975585938,259.753194444444
148,9.03174499511721,302.742824074074
149,8.15922607421877,133.369768518519
150,9.9134509277344,160.573333333333
151,9.1262194824219,211.847407407407
152,9.70070068359377,226.038194444444
153,10.4114685058594,272.219212962963
154,11.3574993896485,270.652268518518
155,10.0673608398438,84.2635185185185
156,11.7904095458985,143.929166666667
157,10.3885260009766,113.691666666667
158,10.3657592773438,206.764444444444
159,11.1998101806641,288.828472222222
160,12.8496911621094,192.68162037037
161,14.1283258056641,293.498888888889
162,15.5940203857422,249.913611111111
163,15.7197808837891,160.672962962963
164,12.0381024169922,48.3491666666667
165,12.4151422119141,98.8481944444444
166,14.8826690673828,205.726064814815
167,14.7832305908203,186.080092592593
168,16.2079125976563,258.708981481481
169,17.183539428711,263.797361111111
170,15.748408203125,342.309490740741
171,16.2542047119141,273.275324074074
172,17.492074584961,286.957546296296
173,17.6250427246094,276.883518518519
174,15.8298101806641,157.322407407407
175,17.4779016113281,247.934675925926
176,12.1434002685547,137.258472222222
177,13.0188629150391,262.161527777778
178,12.6645330810547,170.854861111111
179,10.8680914306641,224.612037037037
180,12.5908978271485,205.78125
181,13.7019952392578,128.324074074074
182,15.2744403076172,267.061388888889
183,16.4629779052735,287.939074074074
184,18.4062622070313,264.181527777778
185,19.9499963378906,251.370509259259
186,20.7159088134766,287.994444444444
187,21.4459069824219,270.139976851852
188,18.2651599121094,231.968472222222
189,18.6041461181641,288.371458333333
190,20.8329272460938,285.33337962963
191,22.1357421875,278.356759259259
192,20.9498553466797,273.228425925926
193,20.5624719238281,253.574490740741
194,21.1293200683594,288.851064814815
195,17.6241754150391,299.42712962963
196,18.6667004394531,201.949375
197,20.0713641357422,182.331319444444
198,19.6302526855469,198.221087962963
199,18.4063482666016,158.804814814815
200,18.2833721923828,141.228796296296
201,17.3318127441406,173.374907407407
202,17.6630700683594,226.816851851852
203,15.6281579589844,40.0630092592593
204,15.4722528076172,195.138125
205,14.6222204589844,105.811759259259
206,16.3170635986328,169.446458333333
207,17.5494903564453,196.992060185185
208,16.2661047363281,147.360949074074
209,16.8220574951172,219.388958333333
210,16.3063464355469,226.61037037037
211,15.8899639892578,248.717939814815
212,17.9792492675781,282.302569444444
213,16.1448352050781,96.586875
214,14.1447247314453,141.801851851852
215,15.0627325439453,208.954166666667
216,14.3949298095703,66.2741898148148
217,15.323598022461,179.867199074074
218,15.8286706542969,175.682013888889
219,15.2404479980469,76.4241898148148
220,16.7886798095703,86.2798842592593
221,20.1658721923828,187.997777777778
222,14.395980834961,72.1854166666667
223,13.388173828125,39.8509953703704
224,14.4223590087891,103.013171296296
225,15.3730743408203,155.58787037037
226,15.6943688964844,159.679675925926
227,14.426000366211,157.920601851852
228,13.3423168945313,109.980069444444
229,12.5352673339844,189.657986111111
230,14.959453125,212.974421296296
231,17.1655169677735,221.051828703704
232,16.9104528808594,216.958958333333
233,13.5103521728516,61.0247453703704
234,13.4999987792969,133.44625
235,14.9595190429688,105.770972222222
236,16.6432971191406,136.019583333333
237,18.5494317626953,183.316319444444
238,15.97509765625,90.0650231481481
239,13.3151104736328,159.594351851852
240,11.2633203125,89.85
241,13.733578491211,98.7444675925926
242,13.3733428955078,160.994236111111
243,12.0943780517578,180.755532407407
244,13.0865692138672,189.798611111111
245,14.3053100585938,191.749236111111
246,13.7480981445313,117.693009259259
247,12.3398962402344,151.869236111111
248,12.0275671386719,130.726805555556
249,12.4986700439453,124.024236111111
250,16.0347192382813,166.428263888889
251,15.3053479003906,111.891273148148
252,12.8130725097656,158.841087962963
253,10.2575183105469,113.810347222222
254,9.48905090332033,136.278194444444
255,9.50984802246096,46.4232175925926
256,8.42045654296877,154.164953703704
257,11.7084918212891,19.2928935185185
258,7.83940612792971,71.7544444444444
259,6.0158679199219,138.295972222222
260,5.42351196289065,138.150439814815
261,8.20901794433596,43.432037037037
262,10.3919354248047,110.315509259259
263,12.2113177490235,42.4517592592593
264,11.2844195556641,112.521203703704
265,9.83707519531252,103.877638888889
266,11.8258972167969,62.9109143518519
267,12.7347778320313,71.23904296875
268,12.4838159179688,35.3623951099537
269,12.3506890869141,96.0477459490741
270,13.8079510498047,80.3659490740741
271,12.7332019042969,50.4460611979167
272,10.451259765625,48.4598683449074
273,9.16941040039065,67.94078125
274,9.48052551269534,50.3853161168981
275,11.1633648681641,15.0082573784722
276,10.2987823486328,61.3200325520833
277,9.25761718750002,79.2734613715278
278,10.6052404785156,94.0700151909722
279,9.9678747558594,77.2295883969907
280,9.54380920410158,27.5039470305266
281,10.5499194335938,55.7035356987847
282,10.8225640869141,74.2730710630064
283,10.61447265625,69.8643518518519
284,11.5341784667969,59.8198148148148
285,9.26847167968752,37.7876157407407
286,8.09414733886721,43.8660648148148
287,7.12159606933596,37.9411111111111
288,6.19572326660159,32.7206712962963
289,5.19325927734377,26.9265972222222
290,3.73323730468752,63.3253703703704
291,3.59406188964846,64.2791666666667
292,2.37261657714846,37.5759490740741
293,5.61086914062502,38.8423611111111
294,6.5904089355469,9.57828703703704
295,4.41181152343752,11.6213888888889
296,0.547113037109398,21.4848148148148
297,-1.1767932128906,42.686712962963
298,-0.13019104003904,33.0682407407407
299,-0.993363647460915,12.4436111111111
300,-2.61827453613279,33.104212962963
301,1.40419921875002,9.62513888888889
302,5.05263854980471,37.2683333333333
303,6.72824218750002,15.4625
304,6.61670043945315,10.611712962963
305,5.3401794433594,21.034537037037
306,5.60572814941409,14.8623611111111
307,6.7091394042969,12.0726388888889
308,7.01888244628909,4.84657407407407
309,8.21713134765627,5.70509259259259
310,6.68561950683596,5.22134259259259
311,7.10828796386721,3.26472222222222
312,6.38618103027346,8.03171296296296
313,6.57185119628909,8.03300925925926
314,6.74174438476565,4.53592592592593
315,5.25501525878909,9.96490740740741
316,6.02099670410159,3.89587962962963
317,6.52200744628909,8.85935185185185
318,4.47893615722659,4.45296296296296
319,3.85791442871096,3.44773148148148
320,-0.72210266113279,14.3619907407407
321,-1.32828124999998,10.7406481481481
322,-2.00520019531248,9.84189814814815
323,-1.73769226074216,11.5740277777778
324,-1.86004333496091,12.4390277777778
325,-1.48461730957029,8.59814814814815
326,-0.504914550781227,4.84152777777778
327,1.07425415039065,4.31458333333333
328,2.49120849609377,2.81546296296296
329,0.49435485839846,3.27717592592593
330,-0.575137939453102,2.93240740740741
331,-0.43893127441404,6.96476851851852
332,0.227153930664085,2.15981481481481
333,-0.252950439453102,4.01925925925926
334,-2.50951660156248,5.21222222222222
335,-3.53578613281248,7.01356481481481
336,0.195219726562523,5.16527777777778
337,-1.65866699218748,3.90652777777778
338,-4.6230236816406,5.24125
339,-3.33091003417966,3.81666666666667
340,-1.08547119140623,2.95726851851852
341,-2.43879089355466,3.48828703703704
342,-6.42213256835935,3.23990740740741
343,-6.39963806152342,3.63990740740741
344,-4.12092102050779,5.73532407407407
345,-0.609879760742165,3.39625
346,1.62061828613284,6.89194444444444
347,-1.74438476562498,6.54736111111111
348,-4.23322692871091,5.95
349,-2.18049621582029,3.79875
350,-6.76536315917966,3.92625
351,-9.80611633300779,3.57407407407407
352,-12.4648681640625,3.24328703703704
353,-6.55318542480466,2.95018518518519
354,-6.80560241699216,3.00407407407407
355,-10.7021008300781,4.60888888888889
356,-13.1636309814453,4.02203703703704
357,-6.43300781249998,1.9637962962963
358,-1.17613464355466,1.57662037037037
359,-5.11915405273435,3.18069444444444
360,-10.3704998779297,3.23541666666667
361,-11.8774853515625,3.73486111111111
362,-10.2056182861328,3.36282407407407
363,-9.6487268066406,2.89685185185185
364,-4.77055969238279,3.27851851851852
365,-2.04833923339841,1.27444444444444
